2025-03-15 12:13:08 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:17:10 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:17:10 | INFO     | src.api.main:<module>:50 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:17:10 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:17:10 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:17:10 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:17:14 | INFO     | src.api.main:create_audit_procedure:89 - 監査手続きが登録されました: テスト監査手続き (ID: proc_9804)
2025-03-15 12:17:52 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:17:52 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:17:52 | INFO     | src.api.main:<module>:50 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:17:52 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:17:52 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:17:52 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:17:55 | INFO     | src.api.main:create_audit_procedure:89 - 監査手続きが登録されました: テスト監査手続き (ID: proc_4548)
2025-03-15 12:17:57 | INFO     | src.api.main:upload_sample:122 - サンプルデータがアップロードされました: test_data.csv (ID: sample_3200)
2025-03-15 12:17:59 | INFO     | src.api.main:start_workflow:152 - ワークフローが開始されました: wf_proc_4548_sample_3200
2025-03-15 12:46:26 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:46:26 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:46:26 | INFO     | src.api.main:<module>:50 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:46:26 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:46:26 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:46:26 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:48:34 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:48:34 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:48:34 | INFO     | src.api.main:<module>:50 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:48:34 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:48:34 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:48:34 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:50:07 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:50:07 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:50:07 | INFO     | src.api.main:<module>:50 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:50:07 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:50:07 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:50:07 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:55:07 | INFO     | src.core.config:setup_logging:163 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:55:07 | INFO     | src.core.config:initialize_app:170 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 12:55:07 | INFO     | src.core.config:initialize_app:171 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\data\audit_agent.db
2025-03-15 12:55:07 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 12:55:07 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 12:55:07 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 12:55:07 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 12:55:07 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:32:26 | INFO     | src.core.config:setup_logging:163 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:32:26 | INFO     | src.core.config:initialize_app:170 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:32:26 | INFO     | src.core.config:initialize_app:171 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\data\audit_agent.db
2025-03-15 13:32:26 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 13:32:26 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 13:32:26 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 13:32:26 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:32:26 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:32:28 | INFO     | src.api.main:create_audit_procedure:112 - 監査手続きを登録しました: 6a70cbbb-5626-4571-9f6d-8f1e4801965a
2025-03-15 13:32:30 | INFO     | src.api.main:upload_sample:161 - サンプルデータをアップロードしました: e986aa4c-7524-4030-bf9e-99fa894c89b5, ファイル: test_data.csv
2025-03-15 13:32:32 | INFO     | src.api.main:start_workflow:231 - ワークフローを開始しました: wf_proc_965a_89b5
2025-03-15 13:33:15 | INFO     | src.api.main:create_audit_procedure:112 - 監査手続きを登録しました: 454c9119-ffe4-4d18-b60d-7a34f421c23a
2025-03-15 13:33:17 | INFO     | src.api.main:upload_sample:161 - サンプルデータをアップロードしました: 6d6e1bd1-f92d-4aaa-9086-90e84cf994f6, ファイル: test_data.csv
2025-03-15 13:33:19 | INFO     | src.api.main:start_workflow:231 - ワークフローを開始しました: wf_proc_c23a_94f6
2025-03-15 13:41:36 | INFO     | src.core.config:setup_logging:163 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:41:36 | INFO     | src.core.config:initialize_app:170 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:41:36 | INFO     | src.core.config:initialize_app:171 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\data\audit_agent.db
2025-03-15 13:41:36 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 13:41:36 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 13:41:36 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 13:41:36 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:41:36 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:46:37 | INFO     | src.core.config:setup_logging:163 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:46:37 | INFO     | src.core.config:initialize_app:170 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 13:46:37 | INFO     | src.core.config:initialize_app:171 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\data\audit_agent.db
2025-03-15 13:46:37 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 13:46:37 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 13:46:37 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 13:46:37 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 13:46:37 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:16:39 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:16:39 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:16:39 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:16:39 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 14:16:39 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:16:39 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:16:39 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:16:39 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:17:08 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:17:08 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:17:08 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:17:08 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 14:17:08 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:17:08 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:17:08 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:17:08 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:17:08 | INFO     | __main__:<module>:31 - 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0 を起動しています
2025-03-15 14:17:08 | INFO     | __main__:start_server:21 - サーバーを起動しています: 0.0.0.0:8000
2025-03-15 14:17:09 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:17:09 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:17:09 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:17:09 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 14:17:09 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:17:09 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:17:09 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:17:09 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:19:44 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:19:44 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:19:44 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:19:44 | INFO     | src.utils.db_manager:init_db:40 - データベーススキーマが初期化されました
2025-03-15 14:19:44 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:19:44 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:19:44 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:19:44 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:26:37 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:26:37 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:26:37 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:26:37 | INFO     | src.migrations.manager:_ensure_migrations_table:54 - migrations_versionテーブルを作成しました
2025-03-15 14:26:37 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:26:37 | INFO     | src.migrations.manager:run_migrations:119 - マイグレーション 20240315000000_initial を適用しています...
2025-03-15 14:26:37 | INFO     | src.migrations.manager:record_migration:76 - マイグレーション 20240315000000_initial を記録しました
2025-03-15 14:26:37 | INFO     | src.migrations.manager:run_migrations:124 - マイグレーション 20240315000000_initial を適用しました
2025-03-15 14:26:37 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:26:37 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:26:37 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:26:37 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:26:37 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:26:37 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:38 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:38 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:38 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:30:38 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:30:38 | INFO     | src.migrations.manager:run_migrations:119 - マイグレーション 20230101000000_initial を適用しています...
2025-03-15 14:30:38 | INFO     | src.migrations.manager:record_migration:76 - マイグレーション 20230101000000_initial を記録しました
2025-03-15 14:30:38 | INFO     | src.migrations.manager:run_migrations:124 - マイグレーション 20230101000000_initial を適用しました
2025-03-15 14:30:38 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:30:38 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:30:38 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:30:38 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:30:38 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:38 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:49 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:49 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:49 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:30:49 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:30:49 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:30:49 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:30:49 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:30:49 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:30:49 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:49 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:49 | INFO     | __main__:<module>:31 - 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0 を起動しています
2025-03-15 14:30:49 | INFO     | __main__:start_server:21 - サーバーを起動しています: 0.0.0.0:8000
2025-03-15 14:30:51 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:51 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:30:51 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:30:51 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:30:51 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:30:51 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:30:51 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:30:51 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:30:51 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:30:51 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:33:25 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:33:25 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:33:25 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:33:25 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:33:25 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:33:25 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:33:25 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:33:25 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:33:25 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:33:25 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:35:38 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:35:38 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:35:38 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:35:38 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:35:38 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:35:38 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:35:38 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:35:38 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:35:38 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:35:38 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:36:49 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:36:49 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:36:49 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:36:49 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:36:49 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:36:49 | INFO     | src.utils.db_manager:init_db:53 - データベーススキーマが初期化されました
2025-03-15 14:36:49 | INFO     | src.api.main:<module>:65 - 静的ファイルディレクトリをマウントしました: C:\Users\nyham\work\sampletest\static, data\reports
2025-03-15 14:36:49 | INFO     | config:setup_directories:77 - アプリケーションディレクトリを作成しました
2025-03-15 14:36:49 | INFO     | config:setup_logging:105 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:36:49 | INFO     | config:initialize_app:112 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:40:38 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:40:38 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:40:38 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:40:38 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:40:38 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:40:38 | INFO     | src.utils.db_manager:init_db:72 - データベーススキーマが初期化されました
2025-03-15 14:40:38 | INFO     | src.utils.db_manager:close_db_connections:121 - データベース接続を閉じました
2025-03-15 14:40:48 | INFO     | src.core.config:setup_logging:172 - ログレベル INFO でロギングを初期化しました
2025-03-15 14:40:48 | INFO     | src.core.config:initialize_app:179 - アプリケーションを初期化しました: 内部監査サンプルデータ自動テストAIエージェントシステム v0.1.0
2025-03-15 14:40:48 | INFO     | src.core.config:initialize_app:180 - データベース接続: sqlite:///C:\Users\nyham\work\sampletest\audit_agent.db
2025-03-15 14:40:48 | INFO     | src.migrations.manager:run_migrations:84 - データベースマイグレーションを開始します...
2025-03-15 14:40:48 | INFO     | src.migrations.manager:run_migrations:132 - すべてのマイグレーションが完了しました
2025-03-15 14:40:48 | INFO     | src.utils.db_manager:init_db:72 - データベーススキーマが初期化されました
